 LINE ID,naics2002,2002 NAICS US TITLE,isic,ISIC 3.1 TITLE,NOTES
1203,339111,Laboratory Apparatus and Furniture Manufacturing,3610,Manufacture of furniture,"laboratory benches, stools, and other laboratory seating, laboratory furniture (e.g., cabinets and tables) (except medical furniture for hospital and doctor offices)"
1205,339112,Surgical and Medical Instrument Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,"bone plates and screws, syringes, needles, catheters, cannulae, etc."
1206,339112,Surgical and Medical Instrument Manufacturing,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment",medical thermometers
1207,339113,Surgical Appliance and Supplies Manufacturing,1721,"Manufacture of made-up textile articles, except apparel",surgical drapes
1208,339113,Surgical Appliance and Supplies Manufacturing,1810,"Manufacture of wearing apparel, except fur apparel",fire-resistant and protective safety clothing
1209,339113,Surgical Appliance and Supplies Manufacturing,1912,"Manufacture of luggage, handbags and the like, saddlery and harness",linemen’s safety belts and other belts for occupational use
1210,339113,Surgical Appliance and Supplies Manufacturing,2029,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",cork life preservers
1211,339113,Surgical Appliance and Supplies Manufacturing,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products","surgical dressings, surgical sutures, etc., medicated"
1212,339113,Surgical Appliance and Supplies Manufacturing,2519,Manufacture of other rubber products,"inflatable rubber life vests and rubber gloves (surgical, electricians', etc.)"
1213,339113,Surgical Appliance and Supplies Manufacturing,2520,Manufacture of plastics products,plastics hard hats and other personal safety equipment of plastics
1214,339113,Surgical Appliance and Supplies Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,"asbestos garments (i.e., fire-fighting protection suits)"
1215,339113,Surgical Appliance and Supplies Manufacturing,2899,Manufacture of other fabricated metal products n.e.c.,metal safety headgear and other metal personal safety devices
1216,339113,Surgical Appliance and Supplies Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,"including orthopedic and prosthetic devices, gas masks"
1217,339113,Surgical Appliance and Supplies Manufacturing,3592,Manufacture of bicycles and invalid carriages,wheel chairs
1218,339113,Surgical Appliance and Supplies Manufacturing,3693,Manufacture of sports goods,"ear and noise plugs (e.g., for swimming and noise protection)"
1219,339114,Dental Equipment and Supplies Manufacturing,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products","dental fillings and cements (except denture adhesive or cement), dental wax and other dental plaster preparations"
1221,339114,Dental Equipment and Supplies Manufacturing,2914,"Manufacture of ovens, furnaces and furnace burners",dental laboratory furnaces
1222,339114,Dental Equipment and Supplies Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,dental instruments
1223,339115,Ophthalmic Goods Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,glass eyes
1224,339115,Ophthalmic Goods Manufacturing,3320,Manufacture of optical instruments and photographic equipment,"ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles"
1225,339116,Dental Laboratories,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,"artificial teeth, bridges, etc., made in dental labs"
1228,339911,Jewelry (except Costume) Manufacturing,2892,Treatment and coating of metals; general mechanical engineering on a fee or contract basis,"industrial engraving on precious metal, engraving (including laser) and etching precious jewelry"
1229,339911,Jewelry (except Costume) Manufacturing,3330,Manufacture of watches and clocks,precious metal watch bands
1230,339911,Jewelry (except Costume) Manufacturing,3691,Manufacture of jewellery and related articles,"stamping coins, precious metal jewelry, chains and necklaces, natural and cultured pearls, buttons (except coins), articles of precious metal: wallets, toilet kit cases, cuff links, straps, rosaries, purses, pocketbooks, lighters, key cases, coin purses, precious metal and base metal clad with precious metal cigar and cigarette lighters"
1234,339912,Silverware and Hollowware Manufacturing,2892,Treatment and coating of metals; general mechanical engineering on a fee or contract basis,"engraving (including laser engraving), etching or chasing precious or precious clad hollowware and silverware "
1235,339912,Silverware and Hollowware Manufacturing,3691,Manufacture of jewellery and related articles,"precious cutlery, engraving and etching precious flatware, hollowware, pewter ware, precious metal table cutlery, trophies (precious metal), cutlasses, swords, and bayonets"
1236,339913,Jewelers' Material and Lapidary Work Manufacturing,3691,Manufacture of jewellery and related articles,"diamond cutting and polishing, drilling pearls, findings, lapidary work"
1238,339914,Costume Jewelry and Novelty Manufacturing,2899,Manufacture of other fabricated metal products n.e.c.,"personal goods (cigar, cigarette cases, coin purses, compacts, etc.) of base metal and of base metal plated with precious metal"
1239,339914,Costume Jewelry and Novelty Manufacturing,3330,Manufacture of watches and clocks,"watch bands, metal (except precious metal)"
1240,339914,Costume Jewelry and Novelty Manufacturing,3699,Other manufacturing n.e.c.,nonprecious costume jewelry and imitation pearls
1241,339920,Sporting and Athletic Goods Manufacturing,2519,Manufacture of other rubber products,rubber wet suits and diving suits
1242,339920,Sporting and Athletic Goods Manufacturing,3692,Manufacture of musical instruments,game calls (mouth blown signaling instruments) 
1243,339920,Sporting and Athletic Goods Manufacturing,3693,Manufacture of sports goods,"athletic goods, such as sports pads and safety equipment, athletic balls, fishing tackle, bobsleds, skis, archery, skates, swimming pools, wet suits, surf and sail boards, water sports equipment, exercise machines, gymnasium equipment"
1244,339920,Sporting and Athletic Goods Manufacturing,3694,Manufacture of games and toys,"billiard and pool tables and equipment, bowling alley equipment (pin setters and ball return equipment)"
1245,339931,Doll and Stuffed Toy Manufacturing,3694,Manufacture of games and toys,"action figures, cloth dolls, doll parts and clothing (except wigs), stuffed toys"
1246,339932,"Game, Toy, and Children's Vehicle Manufacturing",3693,Manufacture of sports goods,"sleds for children, miscellaneous sporting toys (wiffle ball bats, other)"
1247,339932,"Game, Toy, and Children's Vehicle Manufacturing",3694,Manufacture of games and toys,"game boards, toy furniture, children automobiles, craft and hobby kits, toy rifles, railroad model kits, rocking horses, video game machines, plastics tricycles, doll carriages"
1248,339932,"Game, Toy, and Children's Vehicle Manufacturing",3699,Other manufacturing n.e.c.,baby carriages and strollers
1249,339941,Pen and Mechanical Pencil Manufacturing,3699,Other manufacturing n.e.c.,pen and mechanical pencil manufacturing
1250,339942,Lead Pencil and Art Good Manufacturing,1729,Manufacture of other textiles n.e.c.,artists' canvas boards and tracing cloth
1251,339942,Lead Pencil and Art Good Manufacturing,2029,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",frames for artists' canvases
1252,339942,Lead Pencil and Art Good Manufacturing,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",artists' paints and colors
1157.2,339942,Lead Pencil and Art Good Manufacturing,2899,Manufacture of other fabricated metal products n.e.c.,white boards and marker boards
1157.1,339942,Lead Pencil and Art Good Manufacturing,2919,Manufacture of other general purpose machinery,artists' airbrushes
1254,339942,Lead Pencil and Art Good Manufacturing,3000,"Manufacture of office, accounting and computing machinery","staplers, hand-held punches, labelers, and similar office machinery"
1255,339942,Lead Pencil and Art Good Manufacturing,3610,Manufacture of furniture,blackboards   
1253,339942,Lead Pencil and Art Good Manufacturing,3699,Other manufacturing n.e.c.,"modeling clay, artist's paint brushes, chalk, clay, crayons, lead refills, pencils"
1258,339943,Marking Device Manufacturing,3699,Other manufacturing n.e.c.,"date stamps (hand operated), seal presses, ink-pads, hand embossers"
